     3        1       2       1
     3        4       1       1
    20       21      13       1
    20       24      21       1
    27       29      28       1
    27       26      29       1
    15       14      22       1
    15        9      14       1
    12       13       8       1
    12       20      13       1
    19       28      25       1
    19       27      28       1
    16       22      23       1
    16       15      22       1
     6        2       5       1
     6        3       2       1
     7        4       3       1
     7        8       4       1
    12        8       7       1
     7        3       6       1
    17       24      20       1
    17       25      24       1
    19       25      17       1
    17       20      12       1
    18       26      27       1
    18       23      26       1
    16       23      18       1
    18       27      19       1
    10        9      15       1
    10        5       9       1
     6        5      10       1
    10       15      16       1
    11        7       6       1
    11       12       7       1
    17       12      11       1
    11        6      10       1
    11       10      16       1
    11       16      18       1
    11       18      19       1
    17       11      19       1
