   0.0000000e+00   0.0000000e+00
   2.5000000e-01   0.0000000e+00
   1.6938956e-01   1.7122317e-01
   0.0000000e+00   2.5000000e-01
   5.0000000e-01   0.0000000e+00
   3.8486634e-01   2.2519006e-01
   2.2312173e-01   3.8812009e-01
   0.0000000e+00   5.0000000e-01
   7.5000000e-01   0.0000000e+00
   6.0680693e-01   2.2580970e-01
   5.0000000e-01   5.0000000e-01
   2.2281457e-01   6.0871469e-01
   0.0000000e+00   7.5000000e-01
   1.0000000e+00   0.0000000e+00
   8.2430941e-01   1.7252766e-01
   7.6964462e-01   3.8798659e-01
   3.8620542e-01   7.7268706e-01
   7.6999425e-01   6.0875175e-01
   6.0561835e-01   7.7203533e-01
   1.7047029e-01   8.2653035e-01
   0.0000000e+00   1.0000000e+00
   1.0000000e+00   2.5000000e-01
   1.0000000e+00   5.0000000e-01
   2.5000000e-01   1.0000000e+00
   5.0000000e-01   1.0000000e+00
   1.0000000e+00   7.5000000e-01
   8.2336590e-01   8.2510164e-01
   7.5000000e-01   1.0000000e+00
   1.0000000e+00   1.0000000e+00
