   0.0000000e+00   0.0000000e+00
   1.2500000e-01   0.0000000e+00
   8.4694780e-02   8.5611580e-02
   0.0000000e+00   1.2500000e-01
   2.0969478e-01   8.5611580e-02
   2.5000000e-01   0.0000000e+00
   8.4694780e-02   2.1061158e-01
   1.6938956e-01   1.7122317e-01
   0.0000000e+00   2.5000000e-01
   3.1743317e-01   1.1259503e-01
   2.7712794e-01   1.9820661e-01
   3.7500000e-01   0.0000000e+00
   1.9625564e-01   2.7967163e-01
   1.1156087e-01   3.1906005e-01
   0.0000000e+00   3.7500000e-01
   4.4243317e-01   1.1259503e-01
   3.8486634e-01   2.2519006e-01
   3.0399403e-01   3.0665508e-01
   5.0000000e-01   0.0000000e+00
   2.2312173e-01   3.8812009e-01
   1.1156087e-01   4.4406005e-01
   0.0000000e+00   5.0000000e-01
   5.5340347e-01   1.1290485e-01
   4.9583664e-01   2.2549988e-01
   4.4243317e-01   3.6259503e-01
   3.6156087e-01   4.4406005e-01
   6.2500000e-01   0.0000000e+00
   2.2296815e-01   4.9841739e-01
   1.1140729e-01   5.5435735e-01
   0.0000000e+00   6.2500000e-01
   6.7840347e-01   1.1290485e-01
   6.0680693e-01   2.2580970e-01
   5.5340347e-01   3.6290485e-01
   5.0000000e-01   5.0000000e-01
   3.6140728e-01   5.5435735e-01
   7.5000000e-01   0.0000000e+00
   2.2281457e-01   6.0871469e-01
   1.1140729e-01   6.7935735e-01
   0.0000000e+00   7.5000000e-01
   7.8715471e-01   8.6263830e-02
   7.1555817e-01   1.9916868e-01
   6.8822578e-01   3.0689815e-01
   6.3482231e-01   4.4399330e-01
   4.4310271e-01   6.3634353e-01
   6.3499712e-01   5.5437587e-01
   5.5280917e-01   6.3601767e-01
   3.0451000e-01   6.9070087e-01
   8.7500000e-01   0.0000000e+00
   1.9664243e-01   7.1762252e-01
   8.5235145e-02   7.8826518e-01
   0.0000000e+00   8.7500000e-01
   9.1215471e-01   8.6263830e-02
   8.2430941e-01   1.7252766e-01
   7.9697701e-01   2.8025712e-01
   7.6964462e-01   3.8798659e-01
   7.6981943e-01   4.9836917e-01
   4.9591188e-01   7.7236119e-01
   3.8620542e-01   7.7268706e-01
   6.8780630e-01   6.9039354e-01
   7.6999425e-01   6.0875175e-01
   6.0561835e-01   7.7203533e-01
   2.7833786e-01   7.9960870e-01
   1.0000000e+00   0.0000000e+00
   1.7047029e-01   8.2653035e-01
   8.5235145e-02   9.1326518e-01
   0.0000000e+00   1.0000000e+00
   1.0000000e+00   1.2500000e-01
   9.1215471e-01   2.1126383e-01
   8.8482231e-01   3.1899330e-01
   8.8482231e-01   4.4399330e-01
   8.8499712e-01   5.5437587e-01
   5.5280917e-01   8.8601767e-01
   4.4310271e-01   8.8634353e-01
   3.1810271e-01   8.8634353e-01
   7.9668008e-01   7.1692669e-01
   7.1449212e-01   7.9856848e-01
   8.8499712e-01   6.7937587e-01
   6.7780917e-01   8.8601767e-01
   2.1023515e-01   9.1326518e-01
   1.2500000e-01   1.0000000e+00
   1.0000000e+00   2.5000000e-01
   1.0000000e+00   3.7500000e-01
   1.0000000e+00   5.0000000e-01
   1.0000000e+00   6.2500000e-01
   6.2500000e-01   1.0000000e+00
   5.0000000e-01   1.0000000e+00
   3.7500000e-01   1.0000000e+00
   2.5000000e-01   1.0000000e+00
   9.1168295e-01   7.8755082e-01
   8.2336590e-01   8.2510164e-01
   7.8668295e-01   9.1255082e-01
   1.0000000e+00   7.5000000e-01
   7.5000000e-01   1.0000000e+00
   1.0000000e+00   8.7500000e-01
   9.1168295e-01   9.1255082e-01
   8.7500000e-01   1.0000000e+00
   1.0000000e+00   1.0000000e+00
