   5.0000000e-01   0.0000000e+00
   4.7121659e-01   5.6297515e-02
   4.3750000e-01   0.0000000e+00
   5.6250000e-01   0.0000000e+00
   5.2670173e-01   5.6452425e-02
   4.0871658e-01   5.6297515e-02
   4.9791832e-01   1.1274994e-01
   4.4243317e-01   1.1259503e-01
   3.7500000e-01   0.0000000e+00
   5.8920173e-01   5.6452425e-02
   6.2500000e-01   0.0000000e+00
   5.5340347e-01   1.1290485e-01
   3.7993317e-01   1.1259503e-01
   3.4621658e-01   5.6297515e-02
   5.2462005e-01   1.6920237e-01
   4.6913490e-01   1.6904746e-01
   4.1364976e-01   1.6889255e-01
   3.1250000e-01   0.0000000e+00
   6.5170173e-01   5.6452425e-02
   6.1590347e-01   1.1290485e-01
   6.8750000e-01   0.0000000e+00
   5.8010520e-01   1.6935727e-01
   3.5114976e-01   1.6889255e-01
   3.1743317e-01   1.1259503e-01
   2.8371658e-01   5.6297515e-02
   5.5132178e-01   2.2565479e-01
   4.9583664e-01   2.2549988e-01
   4.4035148e-01   2.2534497e-01
   3.8486634e-01   2.2519006e-01
   2.5000000e-01   0.0000000e+00
   7.1420173e-01   5.6452425e-02
   6.7840347e-01   1.1290485e-01
   6.4260520e-01   1.6935727e-01
   7.5000000e-01   0.0000000e+00
   6.0680693e-01   2.2580970e-01
   3.3099714e-01   2.1169834e-01
   2.9728056e-01   1.5540082e-01
   2.6356398e-01   9.9103305e-02
   2.2984739e-01   4.2805790e-02
   5.8010520e-01   2.9435727e-01
   5.2462005e-01   2.9420236e-01
   4.6913490e-01   2.9404746e-01
   4.1364976e-01   2.9389255e-01
   3.4443018e-01   2.6592257e-01
   1.8750000e-01   0.0000000e+00
   7.6857736e-01   4.3131915e-02
   7.3277908e-01   9.9584340e-02
   6.9698082e-01   1.5603677e-01
   6.6118255e-01   2.1248919e-01
   8.1250000e-01   0.0000000e+00
   6.4751636e-01   2.6635392e-01
   2.9056099e-01   2.5243085e-01
   2.7712794e-01   1.9820661e-01
   2.4341136e-01   1.4190909e-01
   2.0969478e-01   8.5611580e-02
   1.6734739e-01   4.2805790e-02
   6.2081462e-01   3.3490150e-01
   5.5340347e-01   3.6290485e-01
   4.9791832e-01   3.6274994e-01
   4.4243317e-01   3.6259503e-01
   3.7321360e-01   3.3462506e-01
   3.0399403e-01   3.0665508e-01
   1.2500000e-01   0.0000000e+00
   8.3107736e-01   4.3131915e-02
   7.8715471e-01   8.6263830e-02
   7.5135644e-01   1.4271626e-01
   7.1555817e-01   1.9916868e-01
   7.0189198e-01   2.5303341e-01
   8.7500000e-01   0.0000000e+00
   6.8822578e-01   3.0689815e-01
   2.5012484e-01   2.9316336e-01
   2.3669179e-01   2.3893912e-01
   2.2325875e-01   1.8471488e-01
   1.8954217e-01   1.2841737e-01
   1.4719478e-01   8.5611580e-02
   1.0484739e-01   4.2805790e-02
   6.6152404e-01   3.7544572e-01
   5.9411289e-01   4.0344907e-01
   5.2670173e-01   4.3145243e-01
   4.7121659e-01   4.3129752e-01
   4.0199702e-01   4.0332754e-01
   3.3277745e-01   3.7535757e-01
   2.6355788e-01   3.4738758e-01
   6.2500000e-02   0.0000000e+00
   8.9357736e-01   4.3131915e-02
   8.4965471e-01   8.6263830e-02
   8.0573206e-01   1.2939575e-01
   7.6993380e-01   1.8584817e-01
   7.5626759e-01   2.3971290e-01
   7.4260139e-01   2.9357764e-01
   9.3750000e-01   0.0000000e+00
   7.2893520e-01   3.4744237e-01
   2.0968869e-01   3.3389587e-01
   1.9625564e-01   2.7967163e-01
   1.8282260e-01   2.2544739e-01
   1.6938956e-01   1.7122317e-01
   1.2704217e-01   1.2841737e-01
   8.4694780e-02   8.5611580e-02
   4.2347390e-02   4.2805790e-02
   7.0223346e-01   4.1598994e-01
   6.3482231e-01   4.4399330e-01
   5.6741116e-01   4.7199665e-01
   5.0000000e-01   5.0000000e-01
   4.3078044e-01   4.7203003e-01
   3.6156087e-01   4.4406005e-01
   2.9234130e-01   4.1609007e-01
   2.2312173e-01   3.8812009e-01
